sku_norm,Line: Title,Line: Variant Title,product_category,line_items,orders,revenue_sgd,covered_revenue_sgd,covered_lines,estimated_gross_profit_sgd,estimated_cogs_sgd,revenue_coverage_pct,line_coverage_pct,estimated_margin_pct
0724999810494,Clear Protein Single Serve,1 x 25g (1 serving) / Peach,Clear Protein,5,5,53.370000000000005,53.370000000000005,5,48.12,5.25,1.0,1.0,0.9016301292861156
0724999810487,Clear Protein Single Serve,1 x 25g (1 serving) / White Grape,Clear Protein,5,5,53.370000000000005,53.370000000000005,5,48.12,5.25,1.0,1.0,0.9016301292861156
,"Better Whey Elite - 500g Pack, Vanilla",,Unknown,2,2,51.58787878787879,0.0,0,0.0,0.0,0.0,0.0,
,[Free gift] - Apparel,,Unknown,125,125,51.512121212121215,0.0,0,0.0,0.0,0.0,0.0,
724999807876,Lushprotein Prime Micellar Casein,1kg Pack (40 servings) / Natural (Unflavoured),Unknown,1,1,49.9,0.0,0,0.0,0.0,0.0,0.0,
724999809191,Better Whey Protein ELITE,500g Pack / Cocoa Dinosaur,Other,1,1,49.9,0.0,0,0.0,0.0,0.0,0.0,
724999809214,Better Whey Protein ELITE,500g Pack / Vanilla,Other,1,1,49.9,0.0,0,0.0,0.0,0.0,0.0,
0724999808941,BETTER WHEY PROTEIN,500g (20 serves) / Matchawhey,Unknown,2,2,49.03636363636364,0.0,0,0.0,0.0,0.0,0.0,
0724999808620,Plant Protein,480g Pack / Natural (Unflavoured & Unsweetened),Other,1,1,48.99,0.0,0,0.0,0.0,0.0,0.0,
COL-UNF-10G-V1,Collagen Glow Single Serve,1 x 10g Sachet,Collagen Glow,3,3,48.120000000000005,48.120000000000005,3,45.37,2.75,1.0,1.0,0.9428512053200331
,"Better Whey (Lush Whey) - 500g Pack, Teh Tarik",,Unknown,2,2,47.87878787878788,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Elite - 500g Pack, Chocolate Dinosaur",,Unknown,2,2,45.83030303030303,0.0,0,0.0,0.0,0.0,0.0,
,lushprotein Dark Logo Tee - L,,Unknown,2,2,45.484848484848484,0.0,0,0.0,0.0,0.0,0.0,
724999808736,BETTER WHEY PROTEIN,1KG Pack / Genmai-Roasted brown rice tea,Unknown,1,1,45.42424242424243,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Dark Logo Tee - S,,Unknown,5,5,45.39393939393939,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Metal Bottle - White Matt,,Unknown,3,3,45.151515151515156,0.0,0,0.0,0.0,0.0,0.0,
,BCAA 2:1:1 (Exp Jun 2020) - 1KG Bundle,,Unknown,1,1,45.151515151515156,0.0,0,0.0,0.0,0.0,0.0,
,PLANT PROTEIN,,Unknown,2,1,44.127272727272725,0.0,0,0.0,0.0,0.0,0.0,
0724999809122-4PACK,Collagen Glow,10g x 4 Sachet,Collagen Glow,2,2,43.8,0.0,0,0.0,0.0,0.0,0.0,
,Maltodextrin - 1KG Pack,,Unknown,4,4,43.72727272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,Lean Protein (40g / single serve),40g Sachet / Thai Milk Tea,Lean Protein,14,14,43.61,43.61,14,29.5,14.11,1.0,1.0,0.6764503554230681
0724999809603,CREATINE MONOHYDRATE SINGLE SERVE,1 x 5g (1 servings),Other,3,3,42.7,42.7,3,39.97,2.73,1.0,1.0,0.9360655737704917
HS00834-S,LP Women Essentials Navy Blue Logo Crop Top,S,Unknown,2,2,42.09090909090909,0.0,0,0.0,0.0,0.0,0.0,
0724999809603,CREATINE MONOHYDRATE SINGLE SERVE,1 x 5g Sachet (1 servings),Other,3,3,41.92,41.92,3,37.72,4.2,1.0,1.0,0.8998091603053434
0724999810494,CLEAR PROTEIN,25g Satchet (single serve) / Peach,Clear Protein,7,7,41.72,41.72,7,34.370000000000005,7.3500000000000005,1.0,1.0,0.8238255033557048
0724999810487,CLEAR PROTEIN,25g Satchet (single serve) / White Grape,Clear Protein,7,7,41.72,41.72,7,34.370000000000005,7.3500000000000005,1.0,1.0,0.8238255033557048
0724999810548,Clear Protein Single Serve,5 x 25g (5 servings) *MOST POPULAR* / Peach,Clear Protein,2,2,41.34,41.34,2,30.84,10.5,1.0,1.0,0.7460087082728591
,LushProtein Dark Logo Tee - M,,Unknown,4,4,40.93939393939394,0.0,0,0.0,0.0,0.0,0.0,
0724999808897,BETTER WHEY PROTEIN (ID),500g Pack (20 servings) / Cocoa Dinosaur,Unknown,8,8,40.73,40.73,8,-79.91,120.64,1.0,1.0,-1.9619445126442427
724999807777,Prime Whey Isolate - Fitness Fest Special,Matchawhey / 1kg,Unknown,1,1,40.27272727272727,0.0,0,0.0,0.0,0.0,0.0,
0724999809603_10,CREATINE MONOHYDRATE SINGLE SERVE,10 x 5g (10 servings) *Most Popular*,Other,1,1,39.9,39.9,1,37.8,2.1,1.0,1.0,0.9473684210526315
724999808507,"Lushprotein Collagen Glow Powder, Unflavoured, 10.6oz (300g), Bovine Source, Promotes the Wellness of Skin, Hair, Nails and Joints",300g Pack (30 servings),Collagen Glow,1,1,39.9,0.0,0,0.0,0.0,0.0,0.0,
0724999808880,BETTER WHEY PROTEIN,500g (20 servings) / Unflavoured,Other,1,1,39.9,0.0,0,0.0,0.0,0.0,0.0,
0724999808934,Better Whey Protein,500g Pack / Honeydew,Other,1,1,39.9,0.0,0,0.0,0.0,0.0,0.0,
724999808903,BETTER WHEY PROTEIN,500g Pack / Vanilla (Exp Nov 2023),Other,1,1,39.9,0.0,0,0.0,0.0,0.0,0.0,
724999808736,BETTER WHEY PROTEIN,1KG Pack / Genmai-Roasted Brown Rice,Unknown,1,1,38.61212121212122,0.0,0,0.0,0.0,0.0,0.0,
7249998080422,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Teh Tarik,Unknown,1,1,38.61212121212122,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1kg (40 serves) / Vanilla,Unknown,1,1,38.61212121212122,38.61212121212122,1,13.272121212121217,25.34,1.0,1.0,0.34372939883848697
724999808606,PLANT PROTEIN - Fitness Fest Special,Cocoa Dinosaur / 480g,Other,1,1,38.121212121212125,0.0,0,0.0,0.0,0.0,0.0,
724999808705,LEAN MEAL - Fitness Fest Special,500g (10 servings) / Vanilla,Unknown,1,1,38.121212121212125,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,Lean Protein (40g / single serve),40g Sachet / Taro,Lean Protein,13,13,37.71,37.71,13,24.43,13.28,1.0,1.0,0.6478387695571466
,Pureburn™ Fat Burner Capsules - 90 Capsules,,Unknown,1,1,35.9,0.0,0,0.0,0.0,0.0,0.0,
HS00833-XL,LP Men Essentials Navy Blue Logo Muscle Tee,XL,Unknown,3,3,35.45454545454545,0.0,0,0.0,0.0,0.0,0.0,
,LP Women Essentials Navy Blue Logo Crop Top - S,,Unknown,2,2,35.45454545454545,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Dark Logo Tee - XXL,,Unknown,3,3,33.90909090909091,0.0,0,0.0,0.0,0.0,0.0,
0724999808606,PLANT PROTEIN (ID),480g Pack (16 servings) / Cocoa Dinosaur,Unknown,1,1,30.57,30.57,1,24.48,6.09,1.0,1.0,0.8007850834151129
,SG June 2025 - Victory Tag Delivery,,Other,5,5,30.560000000000002,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Gift Card,RM 100.00,Unknown,1,1,30.303030303030305,0.0,0,0.0,0.0,0.0,0.0,
,Soy Protein Isolate (Not found on Shopify),,Unknown,1,1,30.272727272727277,0.0,0,0.0,0.0,0.0,0.0,
724999807876,Prime Micellar Casein - Fitness Fest Special,1KG / Natural (Unflavoured),Unknown,1,1,30.272727272727277,0.0,0,0.0,0.0,0.0,0.0,
,Drawstring Bag - Limitless Potential (Not linked to Shopify),,Unknown,1,1,29.9,0.0,0,0.0,0.0,0.0,0.0,
,"Lushprotein Plant Protein Vegan Protein 480g (16 servings), 20gm protein/serving Natural/Vanilla/Chocolate",,Unknown,1,1,29.9,0.0,0,0.0,0.0,0.0,0.0,
FEMALE-XL,LP Women Essentials Navy Blue Logo Crop Top,XL,Unknown,2,2,29.696969696969695,0.0,0,0.0,0.0,0.0,0.0,
,"LEAN PROTEIN SACHET (Size:40g Sachet, Flavour:Thai Milk Tea)",,Unknown,1,1,29.5,0.0,0,0.0,0.0,0.0,0.0,
,Green Tea Extract Capsules,,Unknown,2,2,28.87878787878788,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Protein - 25g satchets x 5pcs, Mixed flavours (sample pack only)",,Unknown,1,1,28.363636363636363,0.0,0,0.0,0.0,0.0,0.0,
,LP Men Essentials Navy Blue Logo Muscle Tee - L,,Unknown,1,1,27.49,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Plant Protein™ Vegan Protein Blend 480g (16 servings) | 20gm protein/serving | Natural/Vanilla/Chocolate (Not found on Shopify),,Unknown,1,1,25.924242424242426,0.0,0,0.0,0.0,0.0,0.0,
724999808378,Vegan MULTI Super Multivitamin Capsules - Fitness Fest Special,90 Capsules,Other,1,1,25.72727272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999810494_5,Clear Protein Single Serve,5x25g Sachet / Peach,Unknown,1,1,24.262295081967217,0.0,0,0.0,0.0,0.0,0.0,
0724999810487_5,Clear Protein Single Serve,5x25g Sachet / White Grape,Unknown,1,1,24.262295081967217,0.0,0,0.0,0.0,0.0,0.0,
,SOY PROTEIN ISOLATE,,Unknown,1,1,24.0,0.0,0,0.0,0.0,0.0,0.0,
HS00834-M,LP Women Essentials Navy Blue Logo Crop Top,M,Unknown,2,2,23.636363636363637,0.0,0,0.0,0.0,0.0,0.0,
724999809009,Collagen Glow (10g / single serve),10g (satchet),Collagen Glow,2,2,23.4,23.4,2,20.099999999999998,3.3000000000000003,1.0,1.0,0.8589743589743589
COL-UNF-10G-7PK-V1,Collagen Glow Single Serve,7 x 10g Sachets,Collagen Glow,1,1,22.3,22.3,1,19.55,2.75,1.0,1.0,0.8766816143497758
,LP Women Essentials Navy Blue Logo Crop Top - XL,,Unknown,3,3,21.99,0.0,0,0.0,0.0,0.0,0.0,
ACC-HAT-V1,LP LOGO WHITE CAP,,Other,1,1,21.66,21.66,1,17.16,4.5,1.0,1.0,0.7922437673130194
,LP Women Essentials Navy Blue Logo Crop Top - M,,Unknown,1,1,21.01,0.0,0,0.0,0.0,0.0,0.0,
0724999810494,Clear Protein Single Serve,1x 25g Sachet / Peach,Clear Protein,3,3,20.82,20.82,3,16.62,4.2,1.0,1.0,0.7982708933717579
0724999810487,Clear Protein Single Serve,1x 25g Sachet / White Grape,Clear Protein,3,3,20.82,20.82,3,16.62,4.2,1.0,1.0,0.7982708933717579
,CLA Capsules - 60 Capsules,,Unknown,1,1,20.454545454545457,0.0,0,0.0,0.0,0.0,0.0,
,Dextrose - 1KG,,Unknown,1,1,19.9,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,Lean Protein Single Serve,1 x 40g Sachet / Thai Milk Tea,Lean Protein,3,3,19.62,19.62,3,16.3,3.32,1.0,1.0,0.8307849133537207
724999808910,BETTER WHEY PROTEIN - Fitness Fest Special,500g Pack / Teh Tarik,Unknown,1,1,19.060606060606062,0.0,0,0.0,0.0,0.0,0.0,
0724999810531,Clear Protein Single Serve,5 x 25g (5 servings) *MOST POPULAR* / White Grape,Clear Protein,1,1,17.93,17.93,1,12.68,5.25,1.0,1.0,0.7071946458449526
,iBCAA 2,,Unknown,1,1,16.9,0.0,0,0.0,0.0,0.0,0.0,
,LEAN PROTEIN,40g Sachet (single serve) / Thai Milk Tea,Lean Protein,5,5,14.91,0.0,0,0.0,0.0,0.0,0.0,
,TEST BUNDLE,,Unknown,4,4,14.0,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,Lean Protein Single Serve,1 x 40g Sachet / Taro,Lean Protein,2,2,13.72,13.72,2,11.23,2.4899999999999998,1.0,1.0,0.8185131195335277
HS00833-L,LP Men Essentials Navy Blue Logo Muscle Tee,L,Unknown,1,1,11.818181818181818,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Dark Logo Tee - XS,,Unknown,1,1,10.393939393939393,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,LEAN PROTEIN,40g Sachet (single serve) / Taro,Lean Protein,2,2,7.880000000000001,7.880000000000001,2,6.220000000000001,1.66,1.0,1.0,0.7893401015228426
,TEST PRODUCT B,,Unknown,4,4,4.5,0.0,0,0.0,0.0,0.0,0.0,
,TEST PRODUCT A,,Unknown,6,6,4.0,0.0,0,0.0,0.0,0.0,0.0,
LP_GIFTBOX,Free Gifting Box,,Unknown,1,1,3.0303030303030303,0.0,0,0.0,0.0,0.0,0.0,
,LEAN PROTEIN,40g Sachet (single serve) / Taro,Lean Protein,1,1,2.97,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - Single Serve (30g), Vanilla",,Unknown,4,4,1.990909090909091,0.0,0,0.0,0.0,0.0,0.0,
0724999808361,[FREE] LushProtein Classic Shaker,,Unknown,210,210,1.58,1.5799999999999998,210,-331.8,333.38,0.9999999999999999,1.0,-210.00000000000003
,test product,,Unknown,5,5,1.0,0.0,0,0.0,0.0,0.0,0.0,
,Test product,,Unknown,1,1,1.0,0.0,0,0.0,0.0,0.0,0.0,
0724999808361,[FREE GIFT] LushProtein Classic Shaker,,Unknown,81,81,0.7000000000000001,0.7,81,-132.02,132.72,0.9999999999999999,1.0,-188.60000000000002
,Test product private,,Unknown,4,4,0.4,0.0,0,0.0,0.0,0.0,0.0,
,Stainless Steel Bottle- Test,,Unknown,3,3,0.30000000000000004,0.0,0,0.0,0.0,0.0,0.0,
0724999809160,[FREE GIFT] LP Stainless Steel Thermal Bottle (medium 18oz),,Unknown,9,9,0.08,0.0,0,0.0,0.0,0.0,0.0,
0724999809160,[FREE GIFT] LP Stainless Steel Thermal Bottle (medium 18oz),,Other,24,24,0.07272727272727272,0.0,0,0.0,0.0,0.0,0.0,
,lushprotein Metal Bottle - White Matt,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,[CARTON_20PC] Lean Protein Sachet 40g Taro (Pack of 5),,Lean Protein,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,Victory Tag Singapore November 2025 Edition (Complimentary),,Other,122,119,0.0,0.0,0,0.0,0.0,,0.0,
,Victory Tag Singapore November 2025 Edition (FREE),,Other,3,3,0.0,0.0,0,0.0,0.0,,0.0,
,Virtual Gift Coupon ($30) Free Gift!,,Unknown,24,24,0.0,0.0,0,0.0,0.0,,0.0,
,White Matt Thermal Stainless Steel Bottle,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,[CARTON_20PC] Lean Protein Sachet 40g Thai Milk Tea (Pack of 5),,Lean Protein,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,[Sample]New Flavour Tester_2025-12,,Other,4,4,0.0,0.0,0,0.0,0.0,,0.0,
,[BAG_15PC] Lean Protein Sachet 40g Taro,,Lean Protein,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,lushprotein Metal Bottle,,Unknown,7,7,0.0,0.0,0,0.0,0.0,,0.0,
ACC-SWEATER-V1,🎁 FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately) (100% off),Size S,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,RM15 Voucher,,Unknown,159,159,0.0,0.0,0,0.0,0.0,,0.0,
724999808736,BETTER WHEY PROTEIN,1KG Pack / Genmai - Roasted Rice Tea,Other,1,1,0.0,0.0,0,0.0,0.0,,0.0,
COL-UNF-10G-7PK-V1,🎁 Collagen Glow Single Serve (100% off),7 x 10g Sachet (7 servings) *Most Popular*,Unknown,4,4,0.0,0.0,4,-11.0,11.0,,1.0,
ACC-TOTE-V1,🎁 FUEL YOUR JOURNEY TOTE BAG (DELIVERED SEPARATELY) (100% off),,Unknown,17,17,0.0,0.0,17,-76.5,76.5,,1.0,
ACC-SWEATER-V4,🎁 FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately) (100% off),Size XL,Unknown,2,2,0.0,0.0,0,0.0,0.0,,0.0,
ACC-SWEATER-V3,🎁 FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately) (100% off),Size L,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
ACC-SWEATER-V2,🎁 FUEL YOUR JOURNEY OVERSIZED SWEATER (Delivery 15 Dec onwards separately) (100% off),Size M,Unknown,2,2,0.0,0.0,0,0.0,0.0,,0.0,
ACC-SQB-V1,🎁 LP Squeeze Bottle (100% off),lime green,Unknown,1,1,0.0,0.0,1,-2.05,2.05,,1.0,
ACC-SHK-V2,🎁 LP CLASSIC SHAKER (100% off),White,Unknown,76,76,0.0,0.0,76,-120.08000000000001,120.08000000000001,,1.0,
ACC-GFB-V1,LP Gifting Box,,Other,2,2,0.0,0.0,0,0.0,0.0,,0.0,
724999808361,[FREE] LushProtein Classic Shaker,,Unknown,34,34,0.0,0.0,0,0.0,0.0,,0.0,
LEAN-TAR-40G-15PK-V1,[BAG_15PC] Lean Protein Sachet 40g Taro,,Lean Protein,1,1,0.0,0.0,1,-37.349999999999994,37.349999999999994,,1.0,
724999808361,[FREE GIFT] LushProtein Classic Shaker,,Accessories,85,85,0.0,0.0,0,0.0,0.0,,0.0,
0724999809566,8ml scoop,,Unknown,35,35,0.0,0.0,0,0.0,0.0,,0.0,
0724999809559,*FREE GIFT* Lushprotein Logo White Cap (Spend above RM350),,Other,12,12,0.0,0.0,12,-54.0,54.0,,1.0,
0724999809559,*FREE GIFT* Lushprotein Logo White Cap (Spend above $200),,Unknown,4,4,0.0,0.0,4,-22.5,22.5,,1.0,
0724999808613,PLANT PROTEIN (ID),480g Pack (16 servings) / Vanilla,Unknown,4,4,0.0,0.0,4,-26.96,26.96,,1.0,
0724999808361_FREEGIFT,FREE GIFT: LushProtein Classic Shaker,,Unknown,24,24,0.0,0.0,0,0.0,0.0,,0.0,
0724999808361_FREE,FREE GIFT: LushProtein Classic Shaker,,Unknown,48,48,0.0,0.0,0,0.0,0.0,,0.0,
0724999808361,[FREE GIFT] LushProtein Classic Shaker,,Accessories,270,270,0.0,0.0,270,-428.18,428.18,,1.0,
CRE-UNF-5G-10PK-V1,🎁 CREATINE MONOHYDRATE SINGLE SERVE (100% off),10 x 5g (10 servings) *Most Popular*,Unknown,6,6,0.0,0.0,6,-12.600000000000001,12.600000000000001,,1.0,
LEAN-THA-40G-15PK-V1,[BAG_15PC] Lean Protein Sachet 40g Thai Milk Tea,,Lean Protein,1,1,0.0,0.0,1,-12.45,12.45,,1.0,
,"Plant Protein - Single Serve (40g), Vanilla",,Unknown,23,23,0.0,0.0,0,0.0,0.0,,0.0,
,LUSH WHEY Chocolate 1KG,,Unknown,3,3,0.0,0.0,0,0.0,0.0,,0.0,
,"Plant Protein - Single Serve (40g), Chocolate Dinosaur",,Unknown,47,47,0.0,0.0,0,0.0,0.0,,0.0,
,Plant Protein,,Unknown,92,92,0.0,0.0,0,0.0,0.0,,0.0,
,PLANTPROTEIN  Matcha,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,PLANTPROTEIN  Chocolate,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,"Lush Whey - Single Serve (30g), Teh Tarik",,Unknown,10,10,0.0,0.0,0,0.0,0.0,,0.0,
,Lean Meal - Mixed Berries,,Unknown,3,3,0.0,0.0,0,0.0,0.0,,0.0,
,LUSH WHEY Vanilla 1KG,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,LUSH WHEY Natural 1KG,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,FREE LushProtein Classic Shaker,,Unknown,303,303,0.0,0.0,0,0.0,0.0,,0.0,
LP_GIFTBOX,LP Gifting Box,,Other,26,26,0.0,0.0,0,0.0,0.0,,0.0,
,FREE - Classic Shaker,,Unknown,42,37,0.0,0.0,0,0.0,0.0,,0.0,
,Choose 1 - Plant Protein,,Unknown,237,235,0.0,0.0,0,0.0,0.0,,0.0,
,Choose 1 - Better Whey,,Unknown,215,214,0.0,0.0,0,0.0,0.0,,0.0,
,CREATINE MONO 40pcs,,Other,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,"Better Whey (Lush Whey) - Single Serve (30g), Teh Tarik",,Unknown,2,2,0.0,0.0,0,0.0,0.0,,0.0,
,Better Whey,,Unknown,222,222,0.0,0.0,0,0.0,0.0,,0.0,
,$15 Voucher,,Unknown,15,15,0.0,0.0,0,0.0,0.0,,0.0,
LP_GIFTBOX,Lushprotein Giftbox,,Unknown,1,1,0.0,0.0,0,0.0,0.0,,0.0,
,🎁 SG Nov 2025 - Victory Tag (TEST) (100% off),,Unknown,15,15,0.0,0.0,0,0.0,0.0,,0.0,
